Pokemon Number,Pokemon Name,Pokemon Type 1,Pokemon Type 2,HP,Attack,Defense,Sp. Attack ,Sp. Defense,Speed,Base Stat Total,Experience Growth,Male %,Female %,Weight (kg),Height (meters),Generation ,Capture Rate,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
451,Skorupi,Poison,Bug,40,50,90,30,55,65,330,1250000,50,50,12,0.8,4,120,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
452,Drapion,Poison,Dark,70,90,110,60,75,95,500,1250000,50,50,61.5,1.3,4,45,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,300,1000000,50,50,23,0.7,4,140,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,490,1000000,50,50,44.4,1.3,4,75,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
455,Carnivine,Grass,,74,100,72,90,72,46,454,1250000,50,50,27,1.4,4,200,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
456,Finneon,Water,,49,49,56,49,61,66,330,600000,50,50,7,0.4,4,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
457,Lumineon,Water,,69,69,76,69,86,91,460,600000,50,50,24,1.2,4,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
458,Mantyke,Water,Flying,45,20,50,60,120,50,345,1250000,50,50,65,1,4,25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
459,Snover,Grass,Ice,60,62,50,62,60,40,334,1250000,50,50,50.5,1,4,120,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,494,1250000,50,50,135.5,2.2,4,60,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
461,Weavile,Dark,Ice,70,120,65,45,85,125,510,1059860,50,50,34,1.1,4,45,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
462,Magnezone,Electric,Steel,70,70,115,130,90,60,535,1000000,0,0,180,1.2,4,30,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
463,Lickilicky,Normal,,110,85,95,80,95,50,515,1000000,50,50,140,1.7,4,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,535,1250000,50,50,282.8,2.4,4,30,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
465,Tangrowth,Grass,,100,100,125,110,50,50,535,1000000,50,50,128.6,2,4,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
466,Electivire,Electric,,75,123,67,95,85,95,540,1000000,75.4,50,138.6,1.8,4,30,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
467,Magmortar,Fire,,75,95,67,125,95,83,540,1000000,75.4,50,68,1.6,4,30,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
468,Togekiss,Fairy,Flying,85,50,95,120,115,80,545,800000,88.1,50,38,1.5,4,30,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
469,Yanmega,Bug,Flying,86,76,86,116,56,95,515,1000000,50,50,51.5,1.9,4,30,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
470,Leafeon,Grass,,65,110,130,60,65,95,525,1000000,88.1,50,25.5,1,4,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
471,Glaceon,Ice,,65,60,110,130,95,65,525,1000000,88.1,50,25.9,0.8,4,45,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
472,Gliscor,Ground,Flying,75,95,125,45,75,95,510,1059860,50,24.6,42.5,2,4,30,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
473,Mamoswine,Ice,Ground,110,130,80,70,60,80,530,1250000,50,24.6,291,2.5,4,50,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
474,Porygon-Z,Normal,,85,80,70,135,75,90,535,1000000,0,0,34,0.9,4,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
475,Gallade,Psychic,Fighting,68,125,65,65,115,80,518,1250000,100,0,52,1.6,4,45,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
476,Probopass,Rock,Steel,60,55,145,75,150,40,525,1000000,50,50,340,1.4,4,60,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
477,Dusknoir,Ghost,,45,100,135,65,135,45,525,800000,50,50,106.6,2.2,4,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
478,Froslass,Ice,Ghost,70,80,70,80,70,110,480,1000000,0,0,26.6,1.3,4,75,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
479,Rotom,Electric,Ghost,50,50,77,95,77,91,440,1000000,0,0,0.3,0.3,4,45,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1
480,Uxie,Psychic,,75,75,130,75,130,95,580,1250000,0,0,0.3,0.3,4,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
481,Mesprit,Psychic,,80,105,105,105,105,80,580,1250000,0,0,0.3,0.3,4,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
482,Azelf,Psychic,,75,125,70,125,70,115,580,1250000,0,0,0.3,0.3,4,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
483,Dialga,Steel,Dragon,100,120,120,150,100,90,680,1250000,0,0,683,5.4,4,3,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
484,Palkia,Water,Dragon,90,120,100,150,120,100,680,1250000,0,0,336,4.2,4,3,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
485,Heatran,Fire,Steel,91,90,106,130,106,77,600,1250000,50,50,430,1.7,4,3,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
486,Regigigas,Normal,,110,160,110,80,110,100,670,1250000,0,0,420,3.7,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
487,Giratina,Ghost,Dragon,150,100,120,100,120,90,680,1250000,0,0,750,4.5,4,3,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
488,Cresselia,Psychic,,120,70,110,75,120,85,580,1250000,0,0,85.6,1.5,4,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
489,Phione,Water,,80,80,80,80,80,80,480,1250000,0,0,3.1,0.4,4,30,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
490,Manaphy,Water,,100,100,100,100,100,100,600,1250000,0,0,1.4,0.3,4,3,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
491,Darkrai,Dark,,70,90,90,135,90,125,600,1250000,0,0,50.5,1.5,4,3,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
492,Shaymin,Grass,,100,100,100,100,100,100,600,1059860,0,0,2.1,0.2,4,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
493,Arceus,Normal,,120,120,120,120,120,120,720,1250000,0,0,320,3.2,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
494,Victini,Psychic,Fire,100,100,100,100,100,100,600,1250000,0,0,4,0.4,5,3,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
495,Snivy,Grass,,45,45,55,45,55,63,308,1059860,88.1,11.9,8.1,0.6,5,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
496,Servine,Grass,,60,60,75,60,75,83,413,1059860,88.1,11.9,16,0.8,5,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
497,Serperior,Grass,,75,75,95,75,95,113,528,1059860,88.1,11.9,63,3.3,5,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
498,Tepig,Fire,,65,63,45,45,45,45,308,1059860,88.1,11.9,9.9,0.5,5,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
499,Pignite,Fire,Fighting,90,93,55,70,55,55,418,1059860,88.1,11.9,55.5,1,5,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
500,Emboar,Fire,Fighting,110,123,65,100,65,65,528,1059860,88.1,11.9,150,1.6,5,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
501,Oshawott,Water,,55,55,45,63,45,45,308,1059860,88.1,11.9,5.9,0.5,5,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
502,Dewott,Water,,75,75,60,83,60,60,413,1059860,88.1,11.9,24.5,0.8,5,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
503,Samurott,Water,,95,100,85,108,70,70,528,1059860,88.1,11.9,94.6,1.5,5,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
504,Patrat,Normal,,45,55,39,35,39,42,255,1000000,50,50,11.6,0.5,5,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
505,Watchog,Normal,,60,85,69,60,69,77,420,1000000,50,50,27,1.1,5,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
506,Lillipup,Normal,,45,60,45,25,45,55,275,1059860,50,50,4.1,0.4,5,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
507,Herdier,Normal,,65,80,65,35,65,60,370,1059860,50,50,14.7,0.9,5,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
508,Stoutland,Normal,,85,110,90,45,90,80,500,1059860,50,50,61,1.2,5,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
509,Purrloin,Dark,,41,50,37,50,37,66,281,1000000,50,50,10.1,0.4,5,255,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
510,Liepard,Dark,,64,88,50,88,50,106,446,1000000,50,50,37.5,1.1,5,90,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
511,Pansage,Grass,,50,53,48,53,48,64,316,1000000,88.1,11.9,10.5,0.6,5,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
512,Simisage,Grass,,75,98,63,98,63,101,498,1000000,88.1,11.9,30.5,1.1,5,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
513,Pansear,Fire,,50,53,48,53,48,64,316,1000000,88.1,11.9,11,0.6,5,190,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
514,Simisear,Fire,,75,98,63,98,63,101,498,1000000,88.1,11.9,28,1,5,75,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
515,Panpour,Water,,50,53,48,53,48,64,316,1000000,88.1,11.9,13.5,0.6,5,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
516,Simipour,Water,,75,98,63,98,63,101,498,1000000,88.1,11.9,29,1,5,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
517,Munna,Psychic,,76,25,45,67,55,24,292,800000,50,50,23.3,0.6,5,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
518,Musharna,Psychic,,116,55,85,107,95,29,487,800000,50,50,60.5,1.1,5,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
519,Pidove,Normal,Flying,50,55,50,36,30,43,264,1059860,50,50,2.1,0.3,5,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
520,Tranquill,Normal,Flying,62,77,62,50,42,65,358,1059860,50,50,15,0.6,5,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
521,Unfezant,Normal,Flying,80,115,80,65,55,93,488,1059860,50,50,29,1.2,5,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
522,Blitzle,Electric,,45,60,32,50,32,76,295,1000000,50,50,29.8,0.8,5,190,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
523,Zebstrika,Electric,,75,100,63,80,63,116,497,1000000,50,50,79.5,1.6,5,75,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
524,Roggenrola,Rock,,55,75,85,25,25,15,280,1059860,50,50,18,0.4,5,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
525,Boldore,Rock,,70,105,105,50,40,20,390,1059860,50,50,102,0.9,5,120,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
526,Gigalith,Rock,,85,135,130,60,80,25,515,1059860,50,50,260,1.7,5,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
527,Woobat,Psychic,Flying,65,45,43,55,43,72,323,1000000,50,50,2.1,0.4,5,190,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,425,1000000,50,50,10.5,0.9,5,45,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
529,Drilbur,Ground,,60,85,40,30,45,68,328,1000000,50,50,8.5,0.3,5,120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
530,Excadrill,Ground,Steel,110,135,60,50,65,88,508,1000000,50,50,40.4,0.7,5,60,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
531,Audino,Normal,,103,60,86,60,86,50,445,800000,50,50,31,1.1,5,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
532,Timburr,Fighting,,75,80,55,25,35,35,305,1059860,75.4,24.6,12.5,0.6,5,180,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
533,Gurdurr,Fighting,,85,105,85,40,50,40,405,1059860,75.4,24.6,40,1.2,5,90,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
534,Conkeldurr,Fighting,,105,140,95,55,65,45,505,1059860,75.4,24.6,87,1.4,5,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
535,Tympole,Water,,50,50,40,50,40,64,294,1059860,50,50,4.5,0.5,5,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
536,Palpitoad,Water,Ground,75,65,55,65,55,69,384,1059860,50,50,17,0.8,5,120,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
537,Seismitoad,Water,Ground,105,95,75,85,75,74,509,1059860,50,50,62,1.5,5,45,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
538,Throh,Fighting,,120,100,85,30,85,45,465,1000000,100,0,55.5,1.3,5,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
539,Sawk,Fighting,,75,125,75,30,75,85,465,1000000,100,0,51,1.4,5,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,310,1059860,50,50,2.5,0.3,5,255,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
541,Swadloon,Bug,Grass,55,63,90,50,80,42,380,1059860,50,50,7.3,0.5,5,120,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
542,Leavanny,Bug,Grass,75,103,80,70,80,92,500,1059860,50,50,20.5,1.2,5,45,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
543,Venipede,Bug,Poison,30,45,59,30,39,57,260,1059860,50,50,5.3,0.4,5,255,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,360,1059860,50,50,58.5,1.2,5,120,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
545,Scolipede,Bug,Poison,60,100,89,55,69,112,485,1059860,50,50,200.5,2.5,5,45,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,280,1000000,50,50,0.6,0.3,5,190,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,480,1000000,50,50,6.6,0.7,5,75,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
548,Petilil,Grass,,45,35,50,70,50,30,280,1000000,0,0,6.6,0.5,5,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
549,Lilligant,Grass,,70,60,75,110,75,90,480,1000000,0,0,16.3,1.1,5,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
550,Basculin,Water,,70,92,65,80,55,98,460,1000000,50,50,18,1,5,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
551,Sandile,Ground,Dark,50,72,35,35,35,65,292,1059860,50,50,15.2,0.7,5,180,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
552,Krokorok,Ground,Dark,60,82,45,45,45,74,351,1059860,50,50,33.4,1,5,90,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
553,Krookodile,Ground,Dark,95,117,80,65,70,92,519,1059860,50,50,96.3,1.5,5,45,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
554,Darumaka,Fire,,70,90,45,15,45,50,315,1059860,50,50,37.5,0.6,5,120,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
555,Darmanitan,Fire,,105,140,55,30,55,95,480,1059860,50,50,92.9,1.3,5,60,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
556,Maractus,Grass,,75,86,67,106,67,60,461,1000000,50,50,28,1,5,255,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
557,Dwebble,Bug,Rock,50,65,85,35,35,55,325,1000000,50,50,14.5,0.3,5,190,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
558,Crustle,Bug,Rock,70,105,125,65,75,45,485,1000000,50,50,200,1.4,5,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,348,1000000,50,50,11.8,0.6,5,180,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,488,1000000,50,50,30,1.1,5,90,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,490,1000000,50,50,14,1.4,5,45,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
562,Yamask,Ghost,,38,30,85,55,65,30,303,1000000,50,50,1.5,0.5,5,190,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
563,Cofagrigus,Ghost,,58,50,145,95,105,30,483,1000000,50,50,76.5,1.7,5,90,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
564,Tirtouga,Water,Rock,54,78,103,53,45,22,355,1000000,88.1,11.9,16.5,0.7,5,45,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
565,Carracosta,Water,Rock,74,108,133,83,65,32,495,1000000,88.1,11.9,81,1.2,5,45,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
566,Archen,Rock,Flying,55,112,45,74,45,70,401,1000000,88.1,11.9,9.5,0.5,5,45,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
567,Archeops,Rock,Flying,75,140,65,112,65,110,567,1000000,88.1,11.9,32,1.4,5,45,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
568,Trubbish,Poison,,50,50,62,40,62,65,329,1000000,50,50,31,0.6,5,190,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
569,Garbodor,Poison,,80,95,82,60,82,75,474,1000000,50,50,107.3,1.9,5,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
570,Zorua,Dark,,40,65,40,80,40,65,330,1059860,88.1,11.9,12.5,0.7,5,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
571,Zoroark,Dark,,60,105,60,120,60,105,510,1059860,88.1,11.9,81.1,1.6,5,45,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
572,Minccino,Normal,,55,50,40,40,40,75,300,800000,24.6,75.4,5.8,0.4,5,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
573,Cinccino,Normal,,75,95,60,65,60,115,470,800000,24.6,75.4,7.5,0.5,5,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
574,Gothita,Psychic,,45,30,50,55,65,45,290,1059860,24.6,75.4,5.8,0.4,5,200,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
575,Gothorita,Psychic,,60,45,70,75,85,55,390,1059860,24.6,75.4,18,0.7,5,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
576,Gothitelle,Psychic,,70,55,95,95,110,65,490,1059860,24.6,75.4,44,1.5,5,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
577,Solosis,Psychic,,45,30,40,105,50,20,290,1059860,50,50,1,0.3,5,200,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
578,Duosion,Psychic,,65,40,50,125,60,30,370,1059860,50,50,8,0.6,5,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
579,Reuniclus,Psychic,,110,65,75,125,85,30,490,1059860,50,50,20.1,1,5,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
580,Ducklett,Water,Flying,62,44,50,44,50,55,305,1000000,50,50,5.5,0.5,5,190,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
581,Swanna,Water,Flying,75,87,63,87,63,98,473,1000000,50,50,24.2,1.3,5,45,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
582,Vanillite,Ice,,36,50,50,65,60,44,305,1250000,50,50,5.7,0.4,5,255,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
583,Vanillish,Ice,,51,65,65,80,75,59,395,1250000,50,50,41,1.1,5,120,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
584,Vanilluxe,Ice,,71,95,85,110,95,79,535,1250000,50,50,57.5,1.3,5,45,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
585,Deerling,Normal,Grass,60,60,50,40,50,75,335,1000000,50,50,19.5,0.6,5,190,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,475,1000000,50,50,92.5,1.9,5,75,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
587,Emolga,Electric,Flying,55,75,60,75,60,103,428,1000000,50,50,5,0.4,5,200,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
588,Karrablast,Bug,,50,75,45,40,45,60,315,1000000,50,50,5.9,0.5,5,200,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
589,Escavalier,Bug,Steel,70,135,105,60,105,20,495,1000000,50,50,33,1,5,75,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
590,Foongus,Grass,Poison,69,55,45,55,55,15,294,1000000,50,50,1,0.2,5,190,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,464,1000000,50,50,10.5,0.6,5,75,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
592,Frillish,Water,Ghost,55,40,50,65,85,40,335,1000000,50,50,33,1.2,5,190,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
593,Jellicent,Water,Ghost,100,60,70,85,105,60,480,1000000,50,50,135,2.2,5,60,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
594,Alomomola,Water,,165,75,80,40,45,65,470,800000,50,50,31.6,1.2,5,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
595,Joltik,Bug,Electric,50,47,50,57,50,65,319,1000000,50,50,0.6,0.1,5,190,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
596,Galvantula,Bug,Electric,70,77,60,97,60,108,472,1000000,50,50,14.3,0.8,5,75,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,305,1000000,50,50,18.8,0.6,5,255,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,489,1000000,50,50,110,1,5,90,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
599,Klink,Steel,,40,55,70,45,60,30,300,1059860,0,0,21,0.3,5,130,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
600,Klang,Steel,,60,80,95,70,85,50,440,1059860,0,0,51,0.6,5,60,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
